timestamp,value
2025-10-13T15:32:44.599,0
2025-10-13T15:32:44.599,0
2025-10-13T15:32:44.599,0
2025-10-13T15:32:44.599,0
2025-10-13T15:32:44.599,0
2025-10-13T15:32:44.600,0
2025-10-13T15:32:44.600,0
2025-10-13T15:32:44.600,0
2025-10-13T15:32:44.600,0
2025-10-13T15:32:44.600,0
2025-10-13T15:32:44.600,0
2025-10-13T15:32:44.601,0
2025-10-13T15:32:44.601,0
2025-10-13T15:32:44.601,0
2025-10-13T15:32:44.601,0
2025-10-13T15:32:44.601,0
2025-10-13T15:32:44.602,0
2025-10-13T15:32:44.602,0
2025-10-13T15:32:44.602,0
2025-10-13T15:32:44.602,0
2025-10-13T15:32:44.602,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.603,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.604,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.605,0
2025-10-13T15:32:44.606,0
2025-10-13T15:32:44.606,0
2025-10-13T15:32:44.606,0
2025-10-13T15:32:44.606,0
2025-10-13T15:32:44.607,0
2025-10-13T15:32:44.710,0
2025-10-13T15:32:44.808,0
2025-10-13T15:32:44.910,0
2025-10-13T15:32:45.009,0
2025-10-13T15:32:45.111,0
2025-10-13T15:32:45.209,0
2025-10-13T15:32:45.312,0
2025-10-13T15:32:45.410,0
2025-10-13T15:32:45.512,0
2025-10-13T15:32:45.615,0
2025-10-13T15:32:45.713,0
2025-10-13T15:32:45.815,0
2025-10-13T15:32:45.914,0
2025-10-13T15:32:46.016,0
2025-10-13T15:32:46.114,0
2025-10-13T15:32:46.217,0
2025-10-13T15:32:46.315,0
2025-10-13T15:32:46.418,0
2025-10-13T15:32:46.520,0
2025-10-13T15:32:46.618,0
2025-10-13T15:32:46.721,0
2025-10-13T15:32:46.819,2
2025-10-13T15:32:46.921,8
2025-10-13T15:32:47.020,9
2025-10-13T15:32:47.122,12
2025-10-13T15:32:47.224,14
2025-10-13T15:32:47.323,17
2025-10-13T15:32:47.425,13
2025-10-13T15:32:47.527,15
2025-10-13T15:32:47.626,18
2025-10-13T15:32:47.728,21
2025-10-13T15:32:47.826,23
2025-10-13T15:32:47.929,23
2025-10-13T15:32:48.027,23
2025-10-13T15:32:48.130,23
2025-10-13T15:32:48.232,25
2025-10-13T15:32:48.330,26
2025-10-13T15:32:48.433,24
2025-10-13T15:32:48.531,25
2025-10-13T15:32:48.633,24
2025-10-13T15:32:48.732,25
2025-10-13T15:32:48.834,25
2025-10-13T15:32:48.936,26
2025-10-13T15:32:49.035,27
2025-10-13T15:32:49.137,27
2025-10-13T15:32:49.236,27
2025-10-13T15:32:49.338,27
2025-10-13T15:32:49.436,28
2025-10-13T15:32:49.539,21
2025-10-13T15:32:49.641,25
2025-10-13T15:32:49.739,28
2025-10-13T15:32:49.841,29
2025-10-13T15:32:49.940,31
2025-10-13T15:32:50.042,32
2025-10-13T15:32:50.141,32
2025-10-13T15:32:50.243,32
2025-10-13T15:32:50.345,33
2025-10-13T15:32:50.444,33
2025-10-13T15:32:50.546,33
2025-10-13T15:32:50.644,34
2025-10-13T15:32:50.747,34
2025-10-13T15:32:50.845,33
2025-10-13T15:32:50.947,34
2025-10-13T15:32:51.050,33
2025-10-13T15:32:51.148,33
2025-10-13T15:32:51.251,33
2025-10-13T15:32:51.349,33
2025-10-13T15:32:51.451,33
2025-10-13T15:32:51.549,34
2025-10-13T15:32:51.652,34
2025-10-13T15:32:51.754,35
2025-10-13T15:32:51.853,34
2025-10-13T15:32:51.955,34
2025-10-13T15:32:52.053,34
2025-10-13T15:32:52.156,35
2025-10-13T15:32:52.254,36
2025-10-13T15:32:52.356,35
2025-10-13T15:32:52.459,35
2025-10-13T15:32:52.557,35
2025-10-13T15:32:52.659,37
2025-10-13T15:32:52.758,36
2025-10-13T15:32:52.860,37
2025-10-13T15:32:52.959,37
2025-10-13T15:32:53.061,36
2025-10-13T15:32:53.163,37
2025-10-13T15:32:53.262,37
2025-10-13T15:32:53.364,38
2025-10-13T15:32:53.462,37
2025-10-13T15:32:53.565,37
2025-10-13T15:32:53.663,37
2025-10-13T15:32:53.766,39
2025-10-13T15:32:53.868,37
2025-10-13T15:32:53.966,37
2025-10-13T15:32:54.068,37
2025-10-13T15:32:54.167,40
2025-10-13T15:32:54.269,40
2025-10-13T15:32:54.368,39
2025-10-13T15:32:54.470,40
2025-10-13T15:32:54.572,40
2025-10-13T15:32:54.671,39
2025-10-13T15:32:54.773,40
2025-10-13T15:32:54.871,39
2025-10-13T15:32:54.974,39
2025-10-13T15:32:55.072,40
2025-10-13T15:32:55.174,41
2025-10-13T15:32:55.277,41
2025-10-13T15:32:55.375,41
2025-10-13T15:32:55.477,41
2025-10-13T15:32:55.576,40
2025-10-13T15:32:55.678,42
2025-10-13T15:32:55.777,41
2025-10-13T15:32:55.879,41
2025-10-13T15:32:55.981,42
2025-10-13T15:32:56.080,42
2025-10-13T15:32:56.182,39
2025-10-13T15:32:56.280,40
2025-10-13T15:32:56.382,42
2025-10-13T15:32:56.481,40
2025-10-13T15:32:56.583,40
2025-10-13T15:32:56.685,41
2025-10-13T15:32:56.784,41
2025-10-13T15:32:56.886,41
2025-10-13T15:32:56.985,41
2025-10-13T15:32:57.087,43
2025-10-13T15:32:57.185,42
2025-10-13T15:32:57.288,42
2025-10-13T15:32:57.390,42
2025-10-13T15:32:57.489,42
2025-10-13T15:32:57.591,42
2025-10-13T15:32:57.689,43
2025-10-13T15:32:57.791,42
2025-10-13T15:32:57.890,42
2025-10-13T15:32:57.992,44
2025-10-13T15:32:58.095,43
2025-10-13T15:32:58.193,42
2025-10-13T15:32:58.295,43
2025-10-13T15:32:58.394,44
2025-10-13T15:32:58.496,44
2025-10-13T15:32:58.594,45
2025-10-13T15:32:58.697,44
2025-10-13T15:32:58.799,44
2025-10-13T15:32:58.897,44
2025-10-13T15:32:59.000,44
2025-10-13T15:32:59.098,44
2025-10-13T15:32:59.200,44
2025-10-13T15:32:59.299,45
2025-10-13T15:32:59.401,45
2025-10-13T15:32:59.503,46
2025-10-13T15:32:59.602,45
2025-10-13T15:32:59.704,47
2025-10-13T15:32:59.803,47
2025-10-13T15:32:59.905,47
2025-10-13T15:33:00.003,47
2025-10-13T15:33:00.106,46
2025-10-13T15:33:00.208,47
2025-10-13T15:33:00.306,46
2025-10-13T15:33:00.409,46
2025-10-13T15:33:00.507,46
2025-10-13T15:33:00.609,46
2025-10-13T15:33:00.708,46
2025-10-13T15:33:00.810,47
2025-10-13T15:33:00.913,47
2025-10-13T15:33:01.011,46
2025-10-13T15:33:01.113,46
2025-10-13T15:33:01.212,47
2025-10-13T15:33:01.314,48
2025-10-13T15:33:01.412,48
2025-10-13T15:33:01.515,47
2025-10-13T15:33:01.617,48
2025-10-13T15:33:01.715,47
2025-10-13T15:33:01.818,47
2025-10-13T15:33:01.916,47
2025-10-13T15:33:02.018,47
2025-10-13T15:33:02.117,47
2025-10-13T15:33:02.219,46
2025-10-13T15:33:02.322,47
2025-10-13T15:33:02.420,48
2025-10-13T15:33:02.522,47
2025-10-13T15:33:02.621,48
2025-10-13T15:33:02.723,48
2025-10-13T15:33:02.821,48
2025-10-13T15:33:02.924,48
2025-10-13T15:33:03.026,48
2025-10-13T15:33:03.124,48
2025-10-13T15:33:03.227,48
