timestamp,value
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,1
2025-10-14T14:19:42.976,1
2025-10-14T14:19:42.976,2
2025-10-14T14:19:42.976,0
2025-10-14T14:19:42.976,1
2025-10-14T14:19:42.976,2
2025-10-14T14:19:42.976,1
2025-10-14T14:19:42.976,2
2025-10-14T14:19:42.977,5
2025-10-14T14:19:42.977,3
2025-10-14T14:19:42.977,4
2025-10-14T14:19:42.977,3
2025-10-14T14:19:42.982,4
2025-10-14T14:19:43.085,4
2025-10-14T14:19:43.183,5
2025-10-14T14:19:43.286,5
2025-10-14T14:19:43.384,5
2025-10-14T14:19:43.486,5
2025-10-14T14:19:43.585,5
2025-10-14T14:19:43.687,5
2025-10-14T14:19:43.789,6
2025-10-14T14:19:43.888,6
2025-10-14T14:19:43.990,5
2025-10-14T14:19:44.088,5
2025-10-14T14:19:44.191,5
2025-10-14T14:19:44.289,6
2025-10-14T14:19:44.391,6
2025-10-14T14:19:44.490,7
2025-10-14T14:19:44.592,7
2025-10-14T14:19:44.694,6
2025-10-14T14:19:44.793,6
2025-10-14T14:19:44.895,5
2025-10-14T14:19:44.993,5
2025-10-14T14:19:45.096,5
2025-10-14T14:19:45.194,5
2025-10-14T14:19:45.296,6
2025-10-14T14:19:45.399,6
2025-10-14T14:19:45.497,6
2025-10-14T14:19:45.600,7
2025-10-14T14:19:45.698,6
2025-10-14T14:19:45.800,6
2025-10-14T14:19:45.899,6
2025-10-14T14:19:46.001,6
2025-10-14T14:19:46.099,6
2025-10-14T14:19:46.202,0
2025-10-14T14:19:46.304,0
2025-10-14T14:19:46.402,0
2025-10-14T14:19:46.505,13
2025-10-14T14:19:46.603,1
2025-10-14T14:19:46.705,18
