timestamp,value
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.618,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.619,0
2025-10-13T16:51:38.620,0
2025-10-13T16:51:38.620,0
2025-10-13T16:51:38.620,0
2025-10-13T16:51:38.620,0
2025-10-13T16:51:38.620,0
2025-10-13T16:51:38.620,0
2025-10-13T16:51:38.623,0
2025-10-13T16:51:38.726,0
2025-10-13T16:51:38.828,0
2025-10-13T16:51:38.927,0
2025-10-13T16:51:39.029,0
2025-10-13T16:51:39.128,0
2025-10-13T16:51:39.230,0
2025-10-13T16:51:39.328,0
2025-10-13T16:51:39.431,0
2025-10-13T16:51:39.529,0
2025-10-13T16:51:39.631,0
2025-10-13T16:51:39.734,0
2025-10-13T16:51:39.832,0
2025-10-13T16:51:39.934,0
2025-10-13T16:51:40.033,0
2025-10-13T16:51:40.135,0
2025-10-13T16:51:40.234,0
2025-10-13T16:51:40.336,0
2025-10-13T16:51:40.438,0
2025-10-13T16:51:40.537,0
2025-10-13T16:51:40.639,0
2025-10-13T16:51:40.737,0
2025-10-13T16:51:40.840,0
2025-10-13T16:51:40.938,0
2025-10-13T16:51:41.040,7
2025-10-13T16:51:41.143,15
2025-10-13T16:51:41.241,22
2025-10-13T16:51:41.343,26
2025-10-13T16:51:41.441,29
2025-10-13T16:51:41.544,31
2025-10-13T16:51:41.646,32
2025-10-13T16:51:41.745,34
2025-10-13T16:51:41.847,34
2025-10-13T16:51:41.945,35
2025-10-13T16:51:42.047,36
2025-10-13T16:51:42.146,36
2025-10-13T16:51:42.248,37
2025-10-13T16:51:42.351,38
2025-10-13T16:51:42.449,39
2025-10-13T16:51:42.551,39
2025-10-13T16:51:42.650,39
2025-10-13T16:51:42.752,39
2025-10-13T16:51:42.851,40
2025-10-13T16:51:42.953,41
2025-10-13T16:51:43.055,41
2025-10-13T16:51:43.154,42
2025-10-13T16:51:43.256,41
2025-10-13T16:51:43.354,41
2025-10-13T16:51:43.457,42
2025-10-13T16:51:43.555,42
2025-10-13T16:51:43.657,42
2025-10-13T16:51:43.760,42
2025-10-13T16:51:43.858,42
2025-10-13T16:51:43.961,42
2025-10-13T16:51:44.059,42
2025-10-13T16:51:44.161,43
2025-10-13T16:51:44.259,42
2025-10-13T16:51:44.362,43
2025-10-13T16:51:44.464,43
2025-10-13T16:51:44.563,43
2025-10-13T16:51:44.665,43
2025-10-13T16:51:44.763,44
2025-10-13T16:51:44.866,44
2025-10-13T16:51:44.964,46
2025-10-13T16:51:45.066,46
2025-10-13T16:51:45.169,43
2025-10-13T16:51:45.267,47
2025-10-13T16:51:45.369,49
2025-10-13T16:51:45.468,51
2025-10-13T16:51:45.570,52
2025-10-13T16:51:45.668,53
2025-10-13T16:51:45.771,54
2025-10-13T16:51:45.873,53
2025-10-13T16:51:45.971,53
2025-10-13T16:51:46.074,53
2025-10-13T16:51:46.172,53
2025-10-13T16:51:46.274,52
2025-10-13T16:51:46.373,52
2025-10-13T16:51:46.475,52
2025-10-13T16:51:46.578,52
2025-10-13T16:51:46.676,52
2025-10-13T16:51:46.778,53
2025-10-13T16:51:46.877,53
2025-10-13T16:51:46.979,53
2025-10-13T16:51:47.077,53
2025-10-13T16:51:47.180,53
2025-10-13T16:51:47.282,54
2025-10-13T16:51:47.380,54
2025-10-13T16:51:47.483,54
2025-10-13T16:51:47.581,53
2025-10-13T16:51:47.683,53
2025-10-13T16:51:47.782,54
2025-10-13T16:51:47.884,54
2025-10-13T16:51:47.987,55
2025-10-13T16:51:48.085,55
2025-10-13T16:51:48.187,55
2025-10-13T16:51:48.286,55
2025-10-13T16:51:48.388,55
2025-10-13T16:51:48.486,55
2025-10-13T16:51:48.589,55
2025-10-13T16:51:48.691,56
2025-10-13T16:51:48.789,56
2025-10-13T16:51:48.892,56
2025-10-13T16:51:48.990,56
2025-10-13T16:51:49.093,56
2025-10-13T16:51:49.191,56
2025-10-13T16:51:49.293,56
2025-10-13T16:51:49.395,56
2025-10-13T16:51:49.494,56
2025-10-13T16:51:49.596,57
2025-10-13T16:51:49.695,56
2025-10-13T16:51:49.797,56
2025-10-13T16:51:49.895,56
2025-10-13T16:51:49.998,57
2025-10-13T16:51:50.100,57
2025-10-13T16:51:50.198,57
2025-10-13T16:51:50.301,57
2025-10-13T16:51:50.399,57
2025-10-13T16:51:50.502,57
2025-10-13T16:51:50.600,57
2025-10-13T16:51:50.702,57
2025-10-13T16:51:50.805,57
2025-10-13T16:51:50.903,58
2025-10-13T16:51:51.005,58
2025-10-13T16:51:51.104,58
2025-10-13T16:51:51.206,59
2025-10-13T16:51:51.305,59
2025-10-13T16:51:51.407,59
2025-10-13T16:51:51.509,59
2025-10-13T16:51:51.607,59
2025-10-13T16:51:51.710,59
2025-10-13T16:51:51.808,60
2025-10-13T16:51:51.910,60
2025-10-13T16:51:52.009,60
2025-10-13T16:51:52.111,60
2025-10-13T16:51:52.214,60
2025-10-13T16:51:52.312,60
2025-10-13T16:51:52.414,60
2025-10-13T16:51:52.513,61
2025-10-13T16:51:52.615,61
2025-10-13T16:51:52.713,61
2025-10-13T16:51:52.815,61
2025-10-13T16:51:52.918,61
2025-10-13T16:51:53.016,60
2025-10-13T16:51:53.119,60
2025-10-13T16:51:53.217,60
2025-10-13T16:51:53.319,61
2025-10-13T16:51:53.418,61
2025-10-13T16:51:53.520,61
2025-10-13T16:51:53.623,61
2025-10-13T16:51:53.721,61
2025-10-13T16:51:53.823,61
2025-10-13T16:51:53.922,61
2025-10-13T16:51:54.024,60
2025-10-13T16:51:54.122,61
2025-10-13T16:51:54.225,61
2025-10-13T16:51:54.327,61
2025-10-13T16:51:54.425,61
2025-10-13T16:51:54.528,61
2025-10-13T16:51:54.626,61
2025-10-13T16:51:54.728,61
2025-10-13T16:51:54.827,60
2025-10-13T16:51:54.929,61
2025-10-13T16:51:55.032,61
2025-10-13T16:51:55.130,61
2025-10-13T16:51:55.232,61
2025-10-13T16:51:55.331,62
2025-10-13T16:51:55.433,62
2025-10-13T16:51:55.531,62
2025-10-13T16:51:55.634,62
2025-10-13T16:51:55.736,62
2025-10-13T16:51:55.835,63
2025-10-13T16:51:55.937,65
2025-10-13T16:51:56.035,66
2025-10-13T16:51:56.138,67
2025-10-13T16:51:56.236,67
2025-10-13T16:51:56.338,67
2025-10-13T16:51:56.440,67
2025-10-13T16:51:56.539,67
2025-10-13T16:51:56.641,67
2025-10-13T16:51:56.739,67
2025-10-13T16:51:56.842,67
2025-10-13T16:51:56.940,68
2025-10-13T16:51:57.043,68
2025-10-13T16:51:57.145,68
2025-10-13T16:51:57.243,68
2025-10-13T16:51:57.346,68
2025-10-13T16:51:57.444,69
2025-10-13T16:51:57.546,69
2025-10-13T16:51:57.644,68
2025-10-13T16:51:57.747,68
2025-10-13T16:51:57.849,68
2025-10-13T16:51:57.947,68
2025-10-13T16:51:58.050,69
2025-10-13T16:51:58.149,69
2025-10-13T16:51:58.251,69
2025-10-13T16:51:58.349,69
2025-10-13T16:51:58.452,68
2025-10-13T16:51:58.554,68
2025-10-13T16:51:58.652,68
2025-10-13T16:51:58.755,68
2025-10-13T16:51:58.853,68
2025-10-13T16:51:58.955,68
2025-10-13T16:51:59.053,68
2025-10-13T16:51:59.156,68
2025-10-13T16:51:59.258,68
2025-10-13T16:51:59.356,68
2025-10-13T16:51:59.459,68
2025-10-13T16:51:59.557,68
2025-10-13T16:51:59.660,68
2025-10-13T16:51:59.758,69
2025-10-13T16:51:59.861,69
2025-10-13T16:51:59.963,69
2025-10-13T16:52:00.061,69
2025-10-13T16:52:00.163,69
2025-10-13T16:52:00.262,68
2025-10-13T16:52:00.364,67
2025-10-13T16:52:00.463,67
2025-10-13T16:52:00.565,67
2025-10-13T16:52:00.667,67
2025-10-13T16:52:00.766,67
2025-10-13T16:52:00.868,67
2025-10-13T16:52:00.966,67
2025-10-13T16:52:01.069,67
2025-10-13T16:52:01.167,67
2025-10-13T16:52:01.270,67
2025-10-13T16:52:01.372,67
2025-10-13T16:52:01.470,67
2025-10-13T16:52:01.572,67
2025-10-13T16:52:01.671,68
2025-10-13T16:52:01.773,68
2025-10-13T16:52:01.872,68
2025-10-13T16:52:01.974,68
2025-10-13T16:52:02.076,69
2025-10-13T16:52:02.175,69
2025-10-13T16:52:02.277,70
2025-10-13T16:52:02.376,69
2025-10-13T16:52:02.478,69
2025-10-13T16:52:02.576,70
2025-10-13T16:52:02.678,70
2025-10-13T16:52:02.781,70
2025-10-13T16:52:02.879,70
2025-10-13T16:52:02.982,69
2025-10-13T16:52:03.080,69
2025-10-13T16:52:03.182,70
2025-10-13T16:52:03.281,70
2025-10-13T16:52:03.383,70
2025-10-13T16:52:03.485,69
2025-10-13T16:52:03.584,69
2025-10-13T16:52:03.686,69
2025-10-13T16:52:03.784,69
2025-10-13T16:52:03.887,68
2025-10-13T16:52:03.985,67
2025-10-13T16:52:04.087,67
2025-10-13T16:52:04.190,67
2025-10-13T16:52:04.288,67
2025-10-13T16:52:04.391,68
2025-10-13T16:52:04.489,68
2025-10-13T16:52:04.591,68
2025-10-13T16:52:04.690,68
2025-10-13T16:52:04.792,68
2025-10-13T16:52:04.894,68
2025-10-13T16:52:04.993,68
2025-10-13T16:52:05.095,68
2025-10-13T16:52:05.193,68
2025-10-13T16:52:05.296,68
2025-10-13T16:52:05.394,68
2025-10-13T16:52:05.496,68
2025-10-13T16:52:05.599,68
2025-10-13T16:52:05.697,69
2025-10-13T16:52:05.799,68
2025-10-13T16:52:05.898,68
2025-10-13T16:52:06.000,68
2025-10-13T16:52:06.100,68
2025-10-13T16:52:06.201,69
2025-10-13T16:52:06.303,68
2025-10-13T16:52:06.402,69
2025-10-13T16:52:06.504,69
2025-10-13T16:52:06.602,69
2025-10-13T16:52:06.705,69
2025-10-13T16:52:06.803,69
2025-10-13T16:52:06.905,70
2025-10-13T16:52:07.008,70
2025-10-13T16:52:07.106,70
2025-10-13T16:52:07.208,70
2025-10-13T16:52:07.307,70
2025-10-13T16:52:07.409,70
2025-10-13T16:52:07.507,70
2025-10-13T16:52:07.610,70
2025-10-13T16:52:07.712,70
2025-10-13T16:52:07.811,70
2025-10-13T16:52:07.913,70
2025-10-13T16:52:08.011,70
2025-10-13T16:52:08.114,70
2025-10-13T16:52:08.212,70
2025-10-13T16:52:08.314,70
2025-10-13T16:52:08.417,70
2025-10-13T16:52:08.515,70
2025-10-13T16:52:08.617,70
2025-10-13T16:52:08.716,70
2025-10-13T16:52:08.818,70
2025-10-13T16:52:08.916,70
2025-10-13T16:52:09.019,71
2025-10-13T16:52:09.121,71
2025-10-13T16:52:09.220,71
2025-10-13T16:52:09.322,71
2025-10-13T16:52:09.420,71
2025-10-13T16:52:09.523,71
2025-10-13T16:52:09.621,71
2025-10-13T16:52:09.723,71
2025-10-13T16:52:09.826,71
2025-10-13T16:52:09.924,71
2025-10-13T16:52:10.026,71
2025-10-13T16:52:10.125,71
2025-10-13T16:52:10.227,71
2025-10-13T16:52:10.325,71
2025-10-13T16:52:10.428,70
2025-10-13T16:52:10.530,71
2025-10-13T16:52:10.628,71
2025-10-13T16:52:10.731,71
2025-10-13T16:52:10.829,71
2025-10-13T16:52:10.932,71
2025-10-13T16:52:11.030,71
2025-10-13T16:52:11.132,71
2025-10-13T16:52:11.235,71
2025-10-13T16:52:11.333,71
2025-10-13T16:52:11.435,71
2025-10-13T16:52:11.534,71
2025-10-13T16:52:11.636,71
2025-10-13T16:52:11.735,71
2025-10-13T16:52:11.837,71
2025-10-13T16:52:11.939,71
2025-10-13T16:52:12.038,71
2025-10-13T16:52:12.140,71
2025-10-13T16:52:12.238,71
2025-10-13T16:52:12.340,71
2025-10-13T16:52:12.439,71
2025-10-13T16:52:12.541,71
2025-10-13T16:52:12.643,71
2025-10-13T16:52:12.742,71
2025-10-13T16:52:12.844,72
2025-10-13T16:52:12.943,72
2025-10-13T16:52:13.045,72
2025-10-13T16:52:13.143,72
2025-10-13T16:52:13.246,72
2025-10-13T16:52:13.348,72
2025-10-13T16:52:13.446,72
2025-10-13T16:52:13.549,72
2025-10-13T16:52:13.647,72
2025-10-13T16:52:13.749,72
2025-10-13T16:52:13.848,72
2025-10-13T16:52:13.950,72
2025-10-13T16:52:14.053,72
2025-10-13T16:52:14.151,72
2025-10-13T16:52:14.253,72
2025-10-13T16:52:14.352,72
2025-10-13T16:52:14.454,72
2025-10-13T16:52:14.552,72
2025-10-13T16:52:14.655,72
2025-10-13T16:52:14.757,73
2025-10-13T16:52:14.855,73
2025-10-13T16:52:14.958,73
2025-10-13T16:52:15.056,73
2025-10-13T16:52:15.158,72
2025-10-13T16:52:15.257,72
2025-10-13T16:52:15.359,71
2025-10-13T16:52:15.461,70
2025-10-13T16:52:15.560,70
2025-10-13T16:52:15.662,71
2025-10-13T16:52:15.761,71
2025-10-13T16:52:15.863,71
2025-10-13T16:52:15.961,72
2025-10-13T16:52:16.064,71
2025-10-13T16:52:16.166,71
2025-10-13T16:52:16.264,72
2025-10-13T16:52:16.366,72
2025-10-13T16:52:16.465,72
2025-10-13T16:52:16.567,72
2025-10-13T16:52:16.665,72
2025-10-13T16:52:16.768,72
2025-10-13T16:52:16.870,73
2025-10-13T16:52:16.969,73
2025-10-13T16:52:17.071,73
2025-10-13T16:52:17.169,73
2025-10-13T16:52:17.272,73
2025-10-13T16:52:17.370,73
2025-10-13T16:52:17.473,73
2025-10-13T16:52:17.575,73
2025-10-13T16:52:17.673,73
2025-10-13T16:52:17.776,73
2025-10-13T16:52:17.874,71
2025-10-13T16:52:17.976,71
2025-10-13T16:52:18.075,72
2025-10-13T16:52:18.177,72
2025-10-13T16:52:18.279,72
2025-10-13T16:52:18.378,72
2025-10-13T16:52:18.480,72
2025-10-13T16:52:18.579,73
2025-10-13T16:52:18.681,73
2025-10-13T16:52:18.779,73
2025-10-13T16:52:18.882,73
2025-10-13T16:52:18.984,73
2025-10-13T16:52:19.082,73
2025-10-13T16:52:19.184,73
2025-10-13T16:52:19.283,73
2025-10-13T16:52:19.385,73
2025-10-13T16:52:19.484,73
2025-10-13T16:52:19.586,73
2025-10-13T16:52:19.688,73
2025-10-13T16:52:19.787,73
2025-10-13T16:52:19.889,73
2025-10-13T16:52:19.988,73
2025-10-13T16:52:20.090,73
2025-10-13T16:52:20.188,73
2025-10-13T16:52:20.291,73
2025-10-13T16:52:20.393,73
2025-10-13T16:52:20.491,73
2025-10-13T16:52:20.594,73
2025-10-13T16:52:20.692,73
2025-10-13T16:52:20.794,73
2025-10-13T16:52:20.893,73
2025-10-13T16:52:20.995,73
2025-10-13T16:52:21.097,73
2025-10-13T16:52:21.195,74
2025-10-13T16:52:21.298,74
2025-10-13T16:52:21.397,74
2025-10-13T16:52:21.499,75
2025-10-13T16:52:21.597,75
2025-10-13T16:52:21.700,75
2025-10-13T16:52:21.802,75
2025-10-13T16:52:21.900,74
2025-10-13T16:52:22.003,74
2025-10-13T16:52:22.101,74
2025-10-13T16:52:22.203,74
2025-10-13T16:52:22.301,74
2025-10-13T16:52:22.404,74
2025-10-13T16:52:22.506,74
2025-10-13T16:52:22.604,74
2025-10-13T16:52:22.707,74
2025-10-13T16:52:22.805,74
2025-10-13T16:52:22.908,75
2025-10-13T16:52:23.006,75
2025-10-13T16:52:23.108,75
2025-10-13T16:52:23.211,74
2025-10-13T16:52:23.309,75
2025-10-13T16:52:23.411,74
2025-10-13T16:52:23.510,74
2025-10-13T16:52:23.612,74
2025-10-13T16:52:23.714,75
2025-10-13T16:52:23.813,75
2025-10-13T16:52:23.915,75
2025-10-13T16:52:24.014,75
2025-10-13T16:52:24.116,75
2025-10-13T16:52:24.214,74
2025-10-13T16:52:24.317,75
2025-10-13T16:52:24.415,75
2025-10-13T16:52:24.517,76
2025-10-13T16:52:24.620,75
2025-10-13T16:52:24.718,75
2025-10-13T16:52:24.820,75
2025-10-13T16:52:24.919,75
2025-10-13T16:52:25.021,75
2025-10-13T16:52:25.123,75
2025-10-13T16:52:25.222,76
2025-10-13T16:52:25.324,76
2025-10-13T16:52:25.422,76
2025-10-13T16:52:25.525,76
2025-10-13T16:52:25.623,76
2025-10-13T16:52:25.725,76
2025-10-13T16:52:25.828,76
2025-10-13T16:52:25.926,76
2025-10-13T16:52:26.029,76
2025-10-13T16:52:26.127,76
2025-10-13T16:52:26.230,76
2025-10-13T16:52:26.328,76
2025-10-13T16:52:26.430,76
2025-10-13T16:52:26.532,76
2025-10-13T16:52:26.631,76
2025-10-13T16:52:26.733,76
2025-10-13T16:52:26.831,76
2025-10-13T16:52:26.934,76
2025-10-13T16:52:27.032,76
2025-10-13T16:52:27.135,77
2025-10-13T16:52:27.237,77
2025-10-13T16:52:27.335,76
2025-10-13T16:52:27.438,76
2025-10-13T16:52:27.536,75
2025-10-13T16:52:27.638,75
2025-10-13T16:52:27.737,76
2025-10-13T16:52:27.839,76
2025-10-13T16:52:27.941,75
2025-10-13T16:52:28.040,75
2025-10-13T16:52:28.142,75
2025-10-13T16:52:28.240,75
2025-10-13T16:52:28.343,75
2025-10-13T16:52:28.441,75
2025-10-13T16:52:28.543,76
2025-10-13T16:52:28.646,76
2025-10-13T16:52:28.744,76
2025-10-13T16:52:28.847,74
2025-10-13T16:52:28.945,73
2025-10-13T16:52:29.047,73
2025-10-13T16:52:29.146,73
2025-10-13T16:52:29.248,73
2025-10-13T16:52:29.350,73
2025-10-13T16:52:29.449,74
2025-10-13T16:52:29.551,74
2025-10-13T16:52:29.649,74
2025-10-13T16:52:29.752,75
2025-10-13T16:52:29.850,75
2025-10-13T16:52:29.953,75
2025-10-13T16:52:30.055,75
2025-10-13T16:52:30.153,75
2025-10-13T16:52:30.255,75
2025-10-13T16:52:30.354,75
2025-10-13T16:52:30.456,75
2025-10-13T16:52:30.555,75
2025-10-13T16:52:30.657,76
2025-10-13T16:52:30.759,76
2025-10-13T16:52:30.858,76
2025-10-13T16:52:30.960,76
2025-10-13T16:52:31.059,76
2025-10-13T16:52:31.161,76
2025-10-13T16:52:31.259,76
2025-10-13T16:52:31.361,77
2025-10-13T16:52:31.464,77
2025-10-13T16:52:31.562,76
2025-10-13T16:52:31.664,76
2025-10-13T16:52:31.763,76
2025-10-13T16:52:31.865,75
2025-10-13T16:52:31.963,76
2025-10-13T16:52:32.066,76
2025-10-13T16:52:32.168,69
2025-10-13T16:52:32.267,66
2025-10-13T16:52:32.369,67
2025-10-13T16:52:32.467,68
2025-10-13T16:52:32.570,69
2025-10-13T16:52:32.668,69
2025-10-13T16:52:32.770,70
2025-10-13T16:52:32.873,70
2025-10-13T16:52:32.971,70
2025-10-13T16:52:33.073,71
2025-10-13T16:52:33.172,71
2025-10-13T16:52:33.274,71
2025-10-13T16:52:33.372,72
2025-10-13T16:52:33.475,72
2025-10-13T16:52:33.578,72
2025-10-13T16:52:33.676,73
2025-10-13T16:52:33.778,73
2025-10-13T16:52:33.876,73
2025-10-13T16:52:33.978,73
2025-10-13T16:52:34.077,73
2025-10-13T16:52:34.180,73
2025-10-13T16:52:34.282,74
2025-10-13T16:52:34.380,74
2025-10-13T16:52:34.483,74
2025-10-13T16:52:34.581,74
2025-10-13T16:52:34.683,74
2025-10-13T16:52:34.782,74
2025-10-13T16:52:34.884,74
2025-10-13T16:52:34.986,74
2025-10-13T16:52:35.085,75
2025-10-13T16:52:35.187,75
2025-10-13T16:52:35.285,75
2025-10-13T16:52:35.388,75
2025-10-13T16:52:35.486,75
2025-10-13T16:52:35.589,75
2025-10-13T16:52:35.691,75
2025-10-13T16:52:35.789,75
2025-10-13T16:52:35.891,75
2025-10-13T16:52:35.990,75
2025-10-13T16:52:36.092,75
2025-10-13T16:52:36.191,75
2025-10-13T16:52:36.293,75
2025-10-13T16:52:36.395,75
2025-10-13T16:52:36.493,76
2025-10-13T16:52:36.596,76
2025-10-13T16:52:36.694,76
2025-10-13T16:52:36.796,76
2025-10-13T16:52:36.895,76
2025-10-13T16:52:36.997,76
2025-10-13T16:52:37.100,76
2025-10-13T16:52:37.198,76
2025-10-13T16:52:37.300,76
2025-10-13T16:52:37.399,76
2025-10-13T16:52:37.501,76
